id,document,tag,content
529,P2_GMT20211119.odt,Navigation complex,"Maybe, these ones being red, I don't know about the significance of them being red but maybe that is up to the user to interpret that. I can see that these are red for the data set for that column and that event. But what does it mean for the event? is the whole row affected or is there a way of signaling that row instead of just the cell?"
532,P2_GMT20211119.odt,Visualization useful,This data table with all of these events that occurred on the previous slide. Now I am hearing relative time from the event (day). Relative for the event (day) ... Relative time from the event day -2 and event-530 and the range is there.
531,P2_GMT20211119.odt,Event concept and approach not clear,"So again, if there was a high and maybe this would come across, but it would be nice to see why I am getting these events or maybe it is all that it exists."
534,P2_GMT20211119.odt,Visualization useful,"I am going to pick rain. Okay so I just got four events here and I had four events there. Then, I have four events there. So there are four events."
533,P2_GMT20211119.odt,Navigation complex,So the events are in different orders in all of the screens.
535,P2_GMT20211119.odt,Plot design complex,I am not sure what these types of things are used for.
536,P2_GMT20211119.odt,Plot design complex,I am not sure if the events are supposed to be associated with this or this are just for the time range that I am in.
537,P2_GMT20211119.odt,Task sequence complex,It is loading up and I am going to read the tasks again. (The participant reads the task again)
538,P2_GMT20211119.odt,Additional feature suggestion,"I wonder if it would be nice that you could look at a collective of the three of them together maybe for 1 event if that was useful. For example, if you were to choose event-58, you could get three plots together for that event. I think I would like to add on this as well what the data sets were that contributed to this."
539,P2_GMT20211119.odt,Additional feature suggestion,So I think that the data sets would be interesting to see and maybe something about the color coding on what the different things mean. I would say you would get used to it quite quickly with all the different symbols once you started using it.
539,P2_GMT20211119.odt,Additional explanation,So I think that the data sets would be interesting to see and maybe something about the color coding on what the different things mean. I would say you would get used to it quite quickly with all the different symbols once you started using it.
540,P2_GMT20211119.odt,Overall positive experience,"Back to it now, so I am used to this by now."
542,P2_GMT20211119.odt,Query inputs and elements useful,I will input a new query for Ireland but this time I am going to look at no events.
548,P2_GMT20211119.odt,Query inputs and elements useful,I will go for 2 days and I got that ...
543,P2_GMT20211119.odt,Query process complex,"Okay, so I have 23 data sets here ... Oh sorry, no data available."
544,P2_GMT20211119.odt,Query process complex,So I am going to add Mayo in the locations. I am not getting any data ... Oh because I already got definite up there.
541,P2_GMT20211119.odt,Query process complex,Okay so the events I am looking for are no events in all of these places ... Why am I not getting to input the temporal unit?
545,P2_GMT20211119.odt,Query process complex,"Oh sorry, that is just telling me there. I was getting confused between two things here and the two things there."
546,P2_GMT20211119.odt,Query process complex,"This is just giving me information I think. So I have 20 and I don't need all of them, let's remove ... Okay, it is still saying that. I am going to submit this ... Mmmm. MODERATOR: Maybe try clicking data availability. Oh yes, that is right, very good. So Now I get the temporal unit and the aggregation method."
578,P2_GMT20211119.odt,Moderator comment,MODERATOR: Maybe try clicking data availability.
547,P2_GMT20211119.odt,Query inputs and elements useful,So I am going for days and mean again.
549,P2_GMT20211119.odt,Metadata content clear and useful,So the last one I got 3 data sets and I have 3 data sets now. The data sets are all the same for all of the events. It looks like there are 3 data sets again for all of those events.
2321,P2_GMT20211119.odt,Navigation complex,So the last one was created commons. So I need to get rid of data provenance and then go to this button. I should then have a window here to search for the license.
2322,P2_GMT20211119.odt,Search information process complex,Ups ... How do you spell license? Okay I am struggling now where this license is but I am determined.
577,P2_GMT20211119.odt,Moderator comment,MODERATOR: Maybe you can read one of the previous tasks to find out were the license was the first time.
2323,P2_GMT20211119.odt,Search information process complex,Maybe I just say that I cannot find it.
2324,P2_GMT20211119.odt,Navigation complex,"Okay, so that was in the full metadata exploration."
551,P2_GMT20211119.odt,Search feature simple,I can see that this is creative commons. So I did not read the other one properly but I do know it was creative commons but I can't remember the type of creative commons license because I didn't pay attention there. I only read the creative commons piece.
552,P2_GMT20211119.odt,Data table features useful,I think Q2 might have more but again I did not pay attention to that but I think I can find that out easily.
553,P2_GMT20211119.odt,Additional feature suggestion,"It might be interesting to see about those types of things, like the license, to have a little icon to say things like what is the license, the identification use. You know like a little symbol on it. That would be better than having to go in and look."
555,P2_GMT20211119.odt,Visualization useful,I am going to look at the heat map and select rain again. So I have got more events in this than I had in the other one. I am not really sure of what the differences are in terms of the data. I am not thinking of the data when trying to compare as it is not my area of information. I did not pick up a pattern in the last one. I can compare here.
556,P2_GMT20211119.odt,Additional feature suggestion,"I wonder because you are asking me about comparing queries, I wonder if it would have been nice to see more than one query on at the same time."
557,P2_GMT20211119.odt,Additional feature suggestion,If that is something that is ... I suppose that then you would have to have many information about the different queries even though we are here. We would probably have to show them on the right hand side as well.
558,P2_GMT20211119.odt,Task sequence complex,I think I did that already but I can go back to the first query and have a look at it.
559,P2_GMT20211119.odt,Simple export,Okay so I did that.
560,P2_GMT20211119.odt,Navigation complex,"How do I open this now? Okay, so I can see it there."
576,P2_GMT20211119.odt,Moderator comment,"MODERATOR: No problem, you can go ahead, no need to explore that."
561,P2_GMT20211119.odt,Simple export,I think I also did that.
562,P2_GMT20211119.odt,Additional explanation,I am not sure what I am getting when downloading it all. Is it just for this particular query or it is just for the two queries I did? So maybe add something that tells me which query I am downloading.
563,P2_GMT20211119.odt,Export (meta)data useful,"Yes, I think the way it is formatted with the export I can see that it is in a format it would be useful to input. There are a lot of details in there that would be useful in there that would be useful to input into another research."
565,P2_GMT20211119.odt,Overall positive experience,"Okay, so I don't think I got stuck too badly."
564,P2_GMT20211119.odt,Navigation complex,I am just looking at the screen here and I didn't pick up that the Q1 and Q2 were there. I could have flicked between the two queries. I wasn't aware that this was available to me.
566,P2_GMT20211119.odt,Overall positive experience,"Overall, I don't think I got stuck too badly on the first go with content I wouldn't be extremely familiar with. I mean I know about the concept but I am not used to the data or type of plots that would be use. I think this dashboard would be a type of user interface I could get used to."
567,P2_GMT20211119.odt,Overall positive experience,"It was quite quick and I was able to ... Once I found the buttons, I got used to using the buttons and I think I will be able to navigate it quite quickly."
568,P2_GMT20211119.odt,Additional feature suggestion,The only comment then would be in terms of icons on tables or maybe doing a combination of things but that is up to the researchers what they actually would find useful in combining.
569,P2_GMT20211119.odt,Additional feature suggestion,"Maybe more visibility around the characteristics of each plot or the data sets in terms of putting icons around the provenance or identification risk or something like that, as well as being able to find it. Just some summary, so as long as the summary was able to capture all of the nuances of the information behind. You don't want to give somebody a false sense of security if something is of low risk if it isn't. I know all that has to be taken into account."
570,P2_GMT20211119.odt,Overall positive experience,"Overall, I think the right hand side was very useful, even though I missed some things, which I did not know why I missed them."
571,P2_GMT20211119.odt,Query process complex,The left hand side I think I was getting a bit confused on the order to do the things in. Whether I had to check this data availability or when I could submit etcetera. That one maybe would be the one you would not get used to. Maybe there is a sequence that is out of place there.
579,P3_GMT20211125.odt,Home tab elements useful,I am going to check what a knowledge graph is. I don't know if you can see my screen but I have to log in here as well. I think with the same credentials as before. I will check that later.
580,P3_GMT20211125.odt,Home tab elements useful,"Okay, this all makes sense to me."
581,P3_GMT20211125.odt,Home tab elements useful,I think I could understand all that is here
582,P3_GMT20211125.odt,Home tab elements useful,"I am not going to say ask completed because I want to look at these links. Knowledge graph, this is graph db ... It takes a while ... loading loading."
583,P3_GMT20211125.odt,System issue,It takes a while ... loading loading.
584,P3_GMT20211125.odt,Home tab elements useful,"I will check the methodology, ah the GitHub okay."
585,P3_GMT20211125.odt,Home tab elements useful,I don't know if the graph db page is working but it is taking a while.
587,P3_GMT20211125.odt,Wording not clear,I guess what I was expecting when clicking on here was a description of what a knowledge graph is exactly. I am not sure I will find it here for what it says here.
587,P3_GMT20211125.odt,Additional explanation,I guess what I was expecting when clicking on here was a description of what a knowledge graph is exactly. I am not sure I will find it here for what it says here.
588,P3_GMT20211125.odt,System issue,"Yeah, this is still loading and we will get stuck here for a while."
589,P3_GMT20211125.odt,Home tab elements useful,I will try to log in into graph db again otherwise I will skip.
590,P3_GMT20211125.odt,Moderator comment,"MODERATOR: It is weird because for me it is working, feel free to go ahead with the tasks."
591,P3_GMT20211125.odt,System issue,"Okay, it was loading for a while."
592,P3_GMT20211125.odt,Home tab elements useful,"I think the information was enough especially to understand how this can be useful to people you want to, you know, get hold of this data, explore it somehow and search for that."
593,P3_GMT20211125.odt,Wording not clear,"Not much, I had a bit of a doubt what a knowledge graph is exactly and that is why I clicked there. Maybe adding an explanation or a link to a place, I mean you don't need to write it here."
593,P3_GMT20211125.odt,Additional explanation,"Not much, I had a bit of a doubt what a knowledge graph is exactly and that is why I clicked there. Maybe adding an explanation or a link to a place, I mean you don't need to write it here."
594,P3_GMT20211125.odt,Query inputs and elements useful,"Okay, this is what I did before on another website. Okay, super fast."
595,P3_GMT20211125.odt,Query inputs and elements useful,"Mmmm ... Interesting ... I guess the definite events are confirmed cases of something, example events, like a disease let's say. These events are not biologically confirmed but suspected somehow. These events are discarded. I am a weird person and I am going to choose the no, those that probably had a clinical form similar to what you would expect for this disease but then it was a no and it is something else."
596,P3_GMT20211125.odt,Query process complex,I am not very familiar with Ireland so I am going to go with Cork in the south.
598,P3_GMT20211125.odt,Query inputs and elements useful,Time window length (days) ... I guess it is the window of days that I want the data.
597,P3_GMT20211125.odt,Query inputs and elements useful,I guess the lag is the lag of the data with respect to the clinical data ... I am not going to put a lot of lag.
599,P3_GMT20211125.odt,Query process clear,Temporal unit ... I have to first check if the data is available.
600,P3_GMT20211125.odt,Query inputs and elements useful,"Ah okay, now I have to choose this temporal unit. (The participant reads the temporal unit tool tip)"
601,P3_GMT20211125.odt,Query process clear,"Okay, so this is an aggregation process that goes internally."
602,P3_GMT20211125.odt,Query process complex,"The aggregation method, this is hard to let the user choose this, maybe. Depends on the variable I guess. Interesting. I am going to put ... For me it is a bit confusing as I would like to know what sort of variables I am going to be selecting because I don't know."
603,P3_GMT20211125.odt,Query inputs and elements useful,I am going to select the mean as it makes general sense.
604,P3_GMT20211125.odt,System issue,"Okay, the Q1 ... Where is the Q1 tab? I think I submitted this. Okay, it is taking a while. MODERATOR: I got a critical error from the hosting platform. Could you try to refresh the dashboard and re-submit a query? Could you also try a different location? Okay, I will try for Dublin. Okay, so 20 days with a 5 days lag. Data is available. Ah okay, it is fine."
605,P3_GMT20211125.odt,Moderator comment,MODERATOR: I got a critical error from the hosting platform. Could you try to refresh the dashboard and re-submit a query? Could you also try a different location?
606,P3_GMT20211125.odt,Wording not clear,Yeah this is the Q1 tab. I wonder what Q1 means. Is it like query 1? Okay.
607,P3_GMT20211125.odt,Query inputs and elements useful,"I guess if I do queries, I will have other tabs here."
609,P3_GMT20211125.odt,Metadata content clear and useful,"Okay, so if I go here ... Event type no, yeah as I have chosen the no. This is the query I guess. The data sets used are here, which should have the same dates and the lag I guess."
610,P3_GMT20211125.odt,Metadata content not useful or confusing,"I put the lag of 5 days, but it says 2021-10-12 and it goes from ... Ah no it is the same file. It changes only this EEA-28A ... Okay."
611,P3_GMT20211125.odt,Task sequence complex,(The participant reads the sub tasks again)
613,P3_GMT20211125.odt,Metadata content not useful or confusing,"This is the data provenance and these are the data sets where information comes from, but I do not have a clear idea of what they mean. They all have the same date which is a bit weird to me."
614,P3_GMT20211125.odt,Metadata content not useful or confusing,"Data lineage ... I guess it is this here. This was the provenance and the data lineage is like code. Probably, it is what is going behind it, like the exact ..."
615,P3_GMT20211125.odt,Wording not clear,"This is called data lineage, maybe the name is a bit confusing as I don't know what the lineage is exactly."
616,P3_GMT20211125.odt,Metadata content not useful or confusing,"Okay, this is what is behind it."
617,P3_GMT20211125.odt,Metadata content not useful or confusing,For me it is not useful to look at because it is a bit ... I guess for a clinician it is even less useful because they cannot read this code.
618,P3_GMT20211125.odt,Simple export,"Are these buttons to export things? Yeah, I can download stuff okay."
619,P3_GMT20211125.odt,Task sequence complex,(The participant reads the sub task again)
620,P3_GMT20211125.odt,Metadata content clear and useful,Well I guess it is the number of data sets here I guess 25 or 30.
621,P3_GMT20211125.odt,Task sequence complex,(The participant reads the sub task again)
622,P3_GMT20211125.odt,Search feature simple,"I guess I would do a Control+F and search for the words and let's see if it works. I am not sure if these things work here ... Oh, yeah. Identification risk ... (The participant reads the identification risk comment) I don't know if this is the paragraph they are asking me to find but okay."
626,P3_GMT20211125.odt,Search information process complex,The license must be here at some place. Maybe it is in the upper or lower part.
623,P3_GMT20211125.odt,Search feature simple,"A this is the data set, ah no the data use. Yeah it is here ... (The participant reads the data use comment)"
625,P3_GMT20211125.odt,Search information process complex,"I am missing the license, which I did not find. Ah, I am writing it wrong, yeah."
624,P3_GMT20211125.odt,Search feature simple,"Well here there is a license at the end, this is a creative commons. There are these types of creative commons ... okay ... this means, oh yeah I knew that. Yeah, yeah, one of these types."
629,P3_GMT20211125.odt,Export (meta)data useful,"The dates are days, so this is the aggregation I choose. I guess the aggregation was before and this is data displayed by dates. I think the event is the type of the event in the format of the database. Here I have data about pollution, so this is all air pollution data."
628,P3_GMT20211125.odt,Export (meta)data useful,(The participant reads the column heading descriptions)
627,P3_GMT20211125.odt,Additional explanation,Here if I hover over it does not say what it is. In some it says for example particulate matter but in others it does not say.
630,P3_GMT20211125.odt,Wording not clear,"There are some values here in red and some in blue. Intuitively, I would say that red values are bad values or something. Maybe values of air pollution over a threshold. I think I am right because this value is the highest in the column ... Oh, actually, this is the highest value in all the columns ... Oh no, I think it is values over a threshold by column, I don't know. Maybe WHO recommendation threshold or these things, I am not sure."
630,P3_GMT20211125.odt,Navigation complex,"There are some values here in red and some in blue. Intuitively, I would say that red values are bad values or something. Maybe values of air pollution over a threshold. I think I am right because this value is the highest in the column ... Oh, actually, this is the highest value in all the columns ... Oh no, I think it is values over a threshold by column, I don't know. Maybe WHO recommendation threshold or these things, I am not sure."
631,P3_GMT20211125.odt,Task sequence complex,(The participant reads the sub task again)
632,P3_GMT20211125.odt,Data table features useful,"I was going ahead with the task. Actually here there is the precise meaning of what they are. (The participant reads the data background paragraph) Values higher values of 2 ... Well ... The Z-score, okay, extreme values of the distribution, okay. High are red and low are blue."
633,P3_GMT20211125.odt,Data table features useful,"Okay, in the beginning maybe I was expecting a climatologically sound threshold like coming from another thing but I see it is about the distribution of the data cutting some things, well marking some of the edges. Yeah, like the 95% interval for the data."
633,P3_GMT20211125.odt,Wording not clear,"Okay, in the beginning maybe I was expecting a climatologically sound threshold like coming from another thing but I see it is about the distribution of the data cutting some things, well marking some of the edges. Yeah, like the 95% interval for the data."
636,P3_GMT20211125.odt,Data table features useful,"If I go like this, they go away. I can end up with a super small data set."
634,P3_GMT20211125.odt,Data table features useful,"The toggle is this, okay, I can say which ones I want and which ones I don't."
637,P3_GMT20211125.odt,Task sequence complex,(The participant reads the sub task again)
638,P3_GMT20211125.odt,Event concept and approach not clear,"My only doubt is ... The events here, how many events per day are there? I guess there are days where there are more events than others. The data table is data per day but the events are just the same thing in all these columns. I guess these days are 0, 0, 0, 0, 1, 10. I don't know."
639,P3_GMT20211125.odt,Export (meta)data useful,"For me this is very complete regarding the environmental data and the pollution and climate data, that is super useful."
640,P3_GMT20211125.odt,Event concept and approach not clear,But I am not sure how I will use that. I would need more data about the disease or these events. I guess I cannot see it because this is private information or something. I would like to have a column that has the number of events per day or something like that and so on.
640,P3_GMT20211125.odt,Additional explanation,But I am not sure how I will use that. I would need more data about the disease or these events. I guess I cannot see it because this is private information or something. I would like to have a column that has the number of events per day or something like that and so on.
641,P3_GMT20211125.odt,Additional feature suggestion,"I guess this data is lagged as this is what I have asked for in the end. I guess this event here and the data for this time, the dew point temperature is the lagged one for 5 days. I am not sure. Maybe I would like to see this here somehow. This is data that is lagged 5 days or something like this."
643,P3_GMT20211125.odt,Export (meta)data useful,"I mean I think to explore the relationship with the event and some of this data with the table I cannot do it. If it was myself I would download it and do it myself. Just plot some variables or do some correlation analysis first step thing so see the connection to the events or something like that. I think there was a dashboard here somehow, they said before. I can do it myself by downloading it or this web page can do it also a little bit. Some plots of the data and so on."
643,P3_GMT20211125.odt,Visualization useful,"I mean I think to explore the relationship with the event and some of this data with the table I cannot do it. If it was myself I would download it and do it myself. Just plot some variables or do some correlation analysis first step thing so see the connection to the events or something like that. I think there was a dashboard here somehow, they said before. I can do it myself by downloading it or this web page can do it also a little bit. Some plots of the data and so on."
794,P3_GMT20211125.odt,Export (meta)data useful,"If it was myself I would download it and do it myself. Just plot some variables or do some correlation analysis first step thing so see the connection to the events or something like that. I think there was a dashboard here somehow, they said before. I can do it myself by downloading it or this web page can do it also a little bit. Some plots of the data and so on."
644,P3_GMT20211125.odt,Simple export,"I think the information is ready to assess this connection, which is good. Most of the time what is more consuming is to get this table because there are these variables and all these sources. I mean now it is very easy as I can just go here and put this and retrieve the data, which is great."
644,P3_GMT20211125.odt,Export (meta)data useful,"I think the information is ready to assess this connection, which is good. Most of the time what is more consuming is to get this table because there are these variables and all these sources. I mean now it is very easy as I can just go here and put this and retrieve the data, which is great."
795,P3_GMT20211125.odt,Export (meta)data useful,"I mean now it is very easy as I can just go here and put this and retrieve the data, which is great."
645,P3_GMT20211125.odt,Simple export,"For me this is more than useful, as a user I would download it and I will look at things myself. But I guess maybe some users that are not so comfortable with programming maybe they would like to see it here as an interactive dashboard and so on. This depends on the preference of the user I guess."
645,P3_GMT20211125.odt,Export (meta)data useful,"For me this is more than useful, as a user I would download it and I will look at things myself. But I guess maybe some users that are not so comfortable with programming maybe they would like to see it here as an interactive dashboard and so on. This depends on the preference of the user I guess."
645,P3_GMT20211125.odt,Visualization useful,"For me this is more than useful, as a user I would download it and I will look at things myself. But I guess maybe some users that are not so comfortable with programming maybe they would like to see it here as an interactive dashboard and so on. This depends on the preference of the user I guess."
646,P3_GMT20211125.odt,Simple export,"I can download it as I can see here from the export button, so all good."
647,P3_GMT20211125.odt,Data table features useful,"No, in the table no."
649,P3_GMT20211125.odt,Navigation complex,"Heat map, heat map ... Where is the heat map? Do I have to select one variable? No, the arrow in the data table would order things differently. Here is a heat map ..."
650,P3_GMT20211125.odt,Navigation complex,"Maybe now I would like to close the metadata windows. If I click again they go away, okay, nice."
651,P3_GMT20211125.odt,System issue,"If I select temperature or O3 is not working ... PM10 ... MODERATOR: It should be working. I can refresh if you want. MODERATOR: It is weird because I am not getting an error. Usually, I have an error regarding garbage collection but this time it is not that. Would you mind refreshing the page? Yeah, I will refresh."
656,P3_GMT20211125.odt,Moderator comment,MODERATOR: It should be working.
655,P3_GMT20211125.odt,Moderator comment,"MODERATOR: It is weird because I am not getting an error. Usually, I have an error regarding garbage collection but this time it is not that. Would you mind refreshing the page?"
652,P3_GMT20211125.odt,Query inputs and elements useful,"Okay, I can choose more than one event type ..."
653,P3_GMT20211125.odt,Event concept and approach not clear,"Oh, no events now. Ah, it says there are only two events here. This is hard to relate with the ... Oh there are just a few events ... Mmmm ... Interesting."
654,P3_GMT20211125.odt,Query process complex,"Can I increase this? No, events. This is a very uncommon disease I guess. Now there is just one event. If there is just one event, it's a bit hard to link."
660,P3_GMT20211125.odt,Export (meta)data useful,"Okay, ah. Now I understand what was happening before."
661,P3_GMT20211125.odt,System issue,"Okay, so we can go to the heat map. It is not working again. MODERATOR: Can you try the box plot? Let me try another browser, I will try Chrome. MODERATOR: Nice thought, you are my first safari user. It is good that you point that out because the previous participants used Firefox or Chrome. Yes, that could be the issue. I am going to go with Chrome. MODERATOR: That could be the reason why the knowledge graph link was not working either. Chrome is always a bit more stable."
657,P3_GMT20211125.odt,Moderator comment,MODERATOR: Can you try the box plot?
658,P3_GMT20211125.odt,Moderator comment,"MODERATOR: Nice thought, you are my first safari user. It is good that you point that out because the previous participants used Firefox or Chrome."
659,P3_GMT20211125.odt,Moderator comment,MODERATOR: That could be the reason why the knowledge graph link was not working either.
662,P3_GMT20211125.odt,System issue,MODERATOR: There is a critical problem with Safari then.
663,P3_GMT20211125.odt,Task sequence complex,(The participant reads the task again)
664,P3_GMT20211125.odt,Event concept and approach not clear,"So every color is the temperature, quite cold because this is ... My only doubt is that you don't allow me to choose a time frame. I don't know when this event took place, the day and the month. Oh, yes I know it is up there somewhere. Oh I cannot find it."
665,P3_GMT20211125.odt,Visualization useful,"This here is the lag, the relative time from an event (day -1). This is giving me a picture of the 30 days before the event if I am not mistaken. Because there is just one event."
667,P3_GMT20211125.odt,Plot design complex,What would happen if there were 4 events? Would we have 4 graphs like this or they would be overlapping? The four part conditions of the 4 events ... Relative time from the event.
666,P3_GMT20211125.odt,Plot design complex,I am not sure the difference between the heat map and the bottom plot because the colors are the same. It is a bit redundant.
668,P3_GMT20211125.odt,Additional feature suggestion,"Okay, if I choose some other variable, okay. Maybe I am a bit like this but for temperature I would prefer red or warmer colors, which are more intuitive. For rain, maybe more blues."
669,P3_GMT20211125.odt,Visualization useful,"Rain is much more chaotic, that is true. It did not rain here but is raining a lot there."
670,P3_GMT20211125.odt,Visualization useful,"The plot represents the interval of values that we say in the heat map. The median is 10.6, oh nice, the box plot descriptors are available when hovering over the box plot."
