id,document,tag,content
2389,P10_Nov21_PSSUQ_Comments.odt,Query process complex,It's complex stuff so hard to be very easy to use
2390,P10_Nov21_PSSUQ_Comments.odt,Query process complex,I wasn't totally effective at the first attempt.
2390,P10_Nov21_PSSUQ_Comments.odt,Navigation complex,I wasn't totally effective at the first attempt.
2391,P10_Nov21_PSSUQ_Comments.odt,Additional explanation,"I got very few error messages, if any"
2392,P10_Nov21_PSSUQ_Comments.odt,Metadata content not useful or confusing,"The provenance, lineage and metadata sections had me very confused."
2393,P11_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,"Fewer details under the data provenance, lineage could help improve the understanding of data source, licence, etc."
2393,P11_Nov21_PSSUQ_Comments.odt,Metadata content not useful or confusing,"Fewer details under the data provenance, lineage could help improve the understanding of data source, licence, etc."
2394,P12_Nov21_PSSUQ_Comments.odt,Query process complex,Some ambiguity on the time and time lag options.
2395,P12_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,Some concerns over z scores especially related to missing data areas in data table
2395,P12_Nov21_PSSUQ_Comments.odt,Navigation complex,Some concerns over z scores especially related to missing data areas in data table
2396,P12_Nov21_PSSUQ_Comments.odt,Task sequence complex,This was more related to the tasks
2397,P12_Nov21_PSSUQ_Comments.odt,Additional explanation,Time and time lag needs more information
2397,P12_Nov21_PSSUQ_Comments.odt,Query process complex,Time and time lag needs more information
2398,P12_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,It would be good to see multiple events for a patient over time. Z scores are not easily interpretable.
2399,P13_Nov21_PSSUQ_Comments.odt,Overall positive experience,The explanations are written to make it easy to use.
2400,P13_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,It would be better if it included clinical information.
2401,P14_Nov21_PSSUQ_Comments.odt,Metadata content clear and useful,Exploring the data and metadata was easy
2402,P14_Nov21_PSSUQ_Comments.odt,Event concept and approach not clear,understanding how it relates to the underlying research question is less so.
2402,P14_Nov21_PSSUQ_Comments.odt,Query process complex,understanding how it relates to the underlying research question is less so.
2403,P14_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,Some tweaks needed to make various commands more accessible
2404,P14_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,Needs to provide environmental data linked to a lat-lon.
2405,P16_Nov21_PSSUQ_Comments.odt,Navigation complex,"Improvements can be made, and there was a need to have the instructions to guide me."
2406,P16_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,It can be simplified through more clarifications and perhaps less information in some locations.
2407,P16_Nov21_PSSUQ_Comments.odt,Overall positive experience,"The guidance was required, but yes."
2408,P16_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,"Things can be improved, as discussed in the session."
2412,P16_Nov21_PSSUQ_Comments.odt,Navigation complex,Not that efficient yet as my first attempt
2411,P16_Nov21_PSSUQ_Comments.odt,Navigation complex,"For some steps, not all."
2410,P16_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,Improvements can be made
2409,P16_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,"Yes, but small improvements to make it easier to compare"
2416,P17_Nov21_PSSUQ_Comments.odt,Task sequence complex,"I hadn't read the explanations previous to the experiment, but should have completed them efficiently."
2417,P17_Nov21_PSSUQ_Comments.odt,Event concept and approach not clear,I feel I somehow lack the reference time series of the environmental variable selected with the display of the events selected by the query.
2417,P17_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,I feel I somehow lack the reference time series of the environmental variable selected with the display of the events selected by the query.
2418,P17_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,I feel neutral about this question yet as I would need to see it applied to a real case of my interest. Maybe.
2419,P17_Nov21_PSSUQ_Comments.odt,System issue,"No error messages other than those derived from the use of a free software by the developer, therefore having to clean the memory for resources."
2420,P17_Nov21_PSSUQ_Comments.odt,Additional feature suggestion,A time series plot.
